id,title,description,availability,condition,price,link,image_link,brand,item_group_id,size,sale_price,additional_image_link,origin_country,wa_compliance_category
YAS-030-YAS-030-500G,Toor Dal / కంది పప్పు — 500g,"Order Toor Dal (కంది పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,145.00 INR,https://www.yasvik.com/product/toor-dal,https://media.yasvik.com/media-assets/products/yasvik-toor-dal-hero.webp,Yasvik,YAS-030,500g,,,IN,DEFAULT
YAS-030-YAS-030-1KG,Toor Dal / కంది పప్పు — 1kg,"Order Toor Dal (కంది పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,145.00 INR,https://www.yasvik.com/product/toor-dal,https://media.yasvik.com/media-assets/products/yasvik-toor-dal-hero.webp,Yasvik,YAS-030,1kg,,,IN,DEFAULT
YAS-030-YAS-030-5KG,Toor Dal / కంది పప్పు — 5kg,"Order Toor Dal (కంది పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,705.00 INR,https://www.yasvik.com/product/toor-dal,https://media.yasvik.com/media-assets/products/yasvik-toor-dal-hero.webp,Yasvik,YAS-030,5kg,,,IN,DEFAULT
YAS-084-YAS-084-2KG,Organic Kaikuttal Rice / కైకుతల్ బియ్యం — 2kg,"Order Organic Kaikuttal Rice (కైకుత్తల్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,228.00 INR,https://www.yasvik.com/product/organic-kaikuttal-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-084,2kg,,,IN,DEFAULT
YAS-084-YAS-084-1KG,Organic Kaikuttal Rice / కైకుతల్ బియ్యం — 1kg,"Order Organic Kaikuttal Rice (కైకుత్తల్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,114.00 INR,https://www.yasvik.com/product/organic-kaikuttal-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-084,1kg,,,IN,DEFAULT
YAS-084-YAS-084-500G,Organic Kaikuttal Rice / కైకుతల్ బియ్యం — 500g,"Order Organic Kaikuttal Rice (కైకుత్తల్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,67.00 INR,https://www.yasvik.com/product/organic-kaikuttal-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-084,500g,,,IN,DEFAULT
YAS-084-YAS-084-250G,Organic Kaikuttal Rice / కైకుతల్ బియ్యం — 250g,"Order Organic Kaikuttal Rice (కైకుత్తల్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,39.00 INR,https://www.yasvik.com/product/organic-kaikuttal-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-084,250g,,,IN,DEFAULT
YAS-084-YAS-084-100G,Organic Kaikuttal Rice / కైకుతల్ బియ్యం — 100g,"Order Organic Kaikuttal Rice (కైకుత్తల్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,21.00 INR,https://www.yasvik.com/product/organic-kaikuttal-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-084,100g,,,IN,DEFAULT
YAS-084-YAS-084-50G,Organic Kaikuttal Rice / కైకుతల్ బియ్యం — 50g,"Order Organic Kaikuttal Rice (కైకుత్తల్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,16.00 INR,https://www.yasvik.com/product/organic-kaikuttal-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-084,50g,,,IN,DEFAULT
YAS-035-YAS-035-250G,Mango Pickle / Avakaya / ఆవకాయ / మామిడికాయ పచ్చడి — 250g,"Order Mango Pickle / Avakaya (ఆవకాయ / మామిడికాయ ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,125.00 INR,https://www.yasvik.com/product/mango-pickle-avakaya,https://media.yasvik.com/media-assets/products/yasvik-asset-9.webp,Yasvik,YAS-035,250g,,,IN,DEFAULT
YAS-035-YAS-035-500G,Mango Pickle / Avakaya / ఆవకాయ / మామిడికాయ పచ్చడి — 500g,"Order Mango Pickle / Avakaya (ఆవకాయ / మామిడికాయ ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,249.00 INR,https://www.yasvik.com/product/mango-pickle-avakaya,https://media.yasvik.com/media-assets/products/yasvik-asset-9.webp,Yasvik,YAS-035,500g,,,IN,DEFAULT
YAS-035-YAS-035-1KG,Mango Pickle / Avakaya / ఆవకాయ / మామిడికాయ పచ్చడి — 1kg,"Order Mango Pickle / Avakaya (ఆవకాయ / మామిడికాయ ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,498.00 INR,https://www.yasvik.com/product/mango-pickle-avakaya,https://media.yasvik.com/media-assets/products/yasvik-asset-9.webp,Yasvik,YAS-035,1kg,,,IN,DEFAULT
YAS-034-YAS-034-250G,Unpolished Moong Dal / వేపుడు పెసర పప్పు — 250g,"Order Roasted Unpolished Moong Dal (వేపుడు పెసర పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,155.00 INR,https://www.yasvik.com/product/roasted-unpolished-moong-dal,https://media.yasvik.com/media-assets/products/img_4247-mqw219u7.webp,Yasvik,YAS-034,250g,,,IN,DEFAULT
YAS-034-YAS-034-500G,Unpolished Moong Dal / వేపుడు పెసర పప్పు — 500g,"Order Roasted Unpolished Moong Dal (వేపుడు పెసర పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,83.00 INR,https://www.yasvik.com/product/roasted-unpolished-moong-dal,https://media.yasvik.com/media-assets/products/img_4247-mqw219u7.webp,Yasvik,YAS-034,500g,,,IN,DEFAULT
YAS-034-YAS-034-1KG,Unpolished Moong Dal / వేపుడు పెసర పప్పు — 1kg,"Order Roasted Unpolished Moong Dal (వేపుడు పెసర పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,155.00 INR,https://www.yasvik.com/product/roasted-unpolished-moong-dal,https://media.yasvik.com/media-assets/products/img_4247-mqw219u7.webp,Yasvik,YAS-034,1kg,,,IN,DEFAULT
YAS-PREMIUMP-GRAZO-YAS-PREMIUMP-GRAZO-1kg,Pumpkin Seeds / గుమ్మడి గింజలు — 1kg,"Order Pumpkin Seeds (గుమ్మడి గింజలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,748.00 INR,https://www.yasvik.com/product/pumpkin-seeds,https://media.yasvik.com/media-assets/products/yasvik-pumpkin-seeds-hero.webp,Yasvik,YAS-PREMIUMP-GRAZO,1kg,,,IN,DEFAULT
YAS-PREMIUMP-GRAZO-YAS-PREMIUMP-GRAZO-500g,Pumpkin Seeds / గుమ్మడి గింజలు — 500g,"Order Pumpkin Seeds (గుమ్మడి గింజలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,384.00 INR,https://www.yasvik.com/product/pumpkin-seeds,https://media.yasvik.com/media-assets/products/yasvik-pumpkin-seeds-hero.webp,Yasvik,YAS-PREMIUMP-GRAZO,500g,,,IN,DEFAULT
YAS-PREMIUMP-GRAZO-YAS-PREMIUMP-GRAZO-250g,Pumpkin Seeds / గుమ్మడి గింజలు — 250g,"Order Pumpkin Seeds (గుమ్మడి గింజలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,197.00 INR,https://www.yasvik.com/product/pumpkin-seeds,https://media.yasvik.com/media-assets/products/yasvik-pumpkin-seeds-hero.webp,Yasvik,YAS-PREMIUMP-GRAZO,250g,,,IN,DEFAULT
YAS-PREMIUMP-GRAZO-YAS-PREMIUMP-GRAZO-100g,Pumpkin Seeds / గుమ్మడి గింజలు — 100g,"Order Pumpkin Seeds (గుమ్మడి గింజలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,85.00 INR,https://www.yasvik.com/product/pumpkin-seeds,https://media.yasvik.com/media-assets/products/yasvik-pumpkin-seeds-hero.webp,Yasvik,YAS-PREMIUMP-GRAZO,100g,,,IN,DEFAULT
YAS-PREMIUMP-GRAZO-YAS-PREMIUMP-GRAZO-50g,Pumpkin Seeds / గుమ్మడి గింజలు — 50g,"Order Pumpkin Seeds (గుమ్మడి గింజలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,47.00 INR,https://www.yasvik.com/product/pumpkin-seeds,https://media.yasvik.com/media-assets/products/yasvik-pumpkin-seeds-hero.webp,Yasvik,YAS-PREMIUMP-GRAZO,50g,,,IN,DEFAULT
YAS-PREMIUMP-GRAZO-YAS-PREMIUMP-GRAZO-150g,Pumpkin Seeds / గుమ్మడి గింజలు — 150g,"Order Pumpkin Seeds (గుమ్మడి గింజలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,122.00 INR,https://www.yasvik.com/product/pumpkin-seeds,https://media.yasvik.com/media-assets/products/yasvik-pumpkin-seeds-hero.webp,Yasvik,YAS-PREMIUMP-GRAZO,150g,,,IN,DEFAULT
YAS-PREMIUMC-U2WDF-YAS-PREMIUMC-U2WDF-1kg,Cashews / జీడిపప్పు — 1kg,"Order Cashews (జీడిపప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,1249.00 INR,https://www.yasvik.com/product/cashews,https://media.yasvik.com/media-assets/products/yasvik-cashews-hero.webp,Yasvik,YAS-PREMIUMC-U2WDF,1kg,,,IN,DEFAULT
YAS-PREMIUMC-U2WDF-YAS-PREMIUMC-U2WDF-500g,Cashews / జీడిపప్పు — 500g,"Order Cashews (జీడిపప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,635.00 INR,https://www.yasvik.com/product/cashews,https://media.yasvik.com/media-assets/products/yasvik-cashews-hero.webp,Yasvik,YAS-PREMIUMC-U2WDF,500g,,,IN,DEFAULT
YAS-PREMIUMC-U2WDF-YAS-PREMIUMC-U2WDF-250g,Cashews / జీడిపప్పు — 250g,"Order Cashews (జీడిపప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,322.00 INR,https://www.yasvik.com/product/cashews,https://media.yasvik.com/media-assets/products/yasvik-cashews-hero.webp,Yasvik,YAS-PREMIUMC-U2WDF,250g,,,IN,DEFAULT
YAS-PREMIUMC-U2WDF-YAS-PREMIUMC-U2WDF-100g,Cashews / జీడిపప్పు — 100g,"Order Cashews (జీడిపప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,135.00 INR,https://www.yasvik.com/product/cashews,https://media.yasvik.com/media-assets/products/yasvik-cashews-hero.webp,Yasvik,YAS-PREMIUMC-U2WDF,100g,,,IN,DEFAULT
YAS-PREMIUMC-U2WDF-YAS-PREMIUMC-U2WDF-50g,Cashews / జీడిపప్పు — 50g,"Order Cashews (జీడిపప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,72.00 INR,https://www.yasvik.com/product/cashews,https://media.yasvik.com/media-assets/products/yasvik-cashews-hero.webp,Yasvik,YAS-PREMIUMC-U2WDF,50g,,,IN,DEFAULT
YAS-PREMIUMC-U2WDF-YAS-PREMIUMC-U2WDF-150g,Cashews / జీడిపప్పు — 150g,"Order Cashews (జీడిపప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,197.00 INR,https://www.yasvik.com/product/cashews,https://media.yasvik.com/media-assets/products/yasvik-cashews-hero.webp,Yasvik,YAS-PREMIUMC-U2WDF,150g,,,IN,DEFAULT
YAS-HOMEMADE-JJ83N-YAS-HOMEMADE-JJ83N-250g,Tomato Pickle / టమాటో పచ్చడి — 250g,"Order Tomato Pickle (టమాటా ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,100.00 INR,https://www.yasvik.com/product/tomato-pickle,https://media.yasvik.com/media-assets/products/yasvik-tomato-pickle-hero-3.webp,Yasvik,YAS-HOMEMADE-JJ83N,250g,,,IN,DEFAULT
YAS-HOMEMADE-JJ83N-YAS-HOMEMADE-JJ83N-500g,Tomato Pickle / టమాటో పచ్చడి — 500g,"Order Tomato Pickle (టమాటా ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,199.00 INR,https://www.yasvik.com/product/tomato-pickle,https://media.yasvik.com/media-assets/products/yasvik-tomato-pickle-hero-3.webp,Yasvik,YAS-HOMEMADE-JJ83N,500g,,,IN,DEFAULT
YAS-HOMEMADE-JJ83N-YAS-HOMEMADE-JJ83N-1kg,Tomato Pickle / టమాటో పచ్చడి — 1kg,"Order Tomato Pickle (టమాటా ఊరగాయ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,398.00 INR,https://www.yasvik.com/product/tomato-pickle,https://media.yasvik.com/media-assets/products/yasvik-tomato-pickle-hero-3.webp,Yasvik,YAS-HOMEMADE-JJ83N,1kg,,,IN,DEFAULT
YAS-013-YAS-013-500G,Brown Chana / దేశీ శనగలు — 500g,"Order Brown Chana (దేశీ శనగలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,109.00 INR,https://www.yasvik.com/product/brown-chana,https://media.yasvik.com/media-assets/products/yasvik-brown-chana-hero.webp,Yasvik,YAS-013,500g,,,IN,DEFAULT
YAS-013-YAS-013-1KG,Brown Chana / దేశీ శనగలు — 1kg,"Order Brown Chana (దేశీ శనగలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,109.00 INR,https://www.yasvik.com/product/brown-chana,https://media.yasvik.com/media-assets/products/yasvik-brown-chana-hero.webp,Yasvik,YAS-013,1kg,,,IN,DEFAULT
YAS-003-YAS-003-500G,Masoor Dal / మసూర్ పప్పు — 500g,"Order Masoor Dal (మసూర్ పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,129.00 INR,https://www.yasvik.com/product/masoor-dal,https://media.yasvik.com/media-assets/products/yasvik-masoor-dal-hero.webp,Yasvik,YAS-003,500g,,,IN,DEFAULT
YAS-003-YAS-003-1KG,Masoor Dal / మసూర్ పప్పు — 1kg,"Order Masoor Dal (మసూర్ పప్పు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,129.00 INR,https://www.yasvik.com/product/masoor-dal,https://media.yasvik.com/media-assets/products/yasvik-masoor-dal-hero.webp,Yasvik,YAS-003,1kg,,,IN,DEFAULT
YAS-025-YAS-025-500G,Wheat Rava / గోధుమ రవ్వ — 500g,"Order Wheat Rava (గోధుమ రవ్వ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,35.00 INR,https://www.yasvik.com/product/wheat-rava,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-025,500g,,,IN,DEFAULT
YAS-025-YAS-025-1KG,Wheat Rava / గోధుమ రవ్వ — 1kg,"Order Wheat Rava (గోధుమ రవ్వ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,62.00 INR,https://www.yasvik.com/product/wheat-rava,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-025,1kg,,,IN,DEFAULT
YAS-BIYYAMPI-KX0YM-YAS-BIYYAMPI-KX0YM-1kg,Rice Flour / బియ్యం పిండి — 1kg,"Order Rice Flour (బియ్యం పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,60.00 INR,https://www.yasvik.com/product/rice-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BIYYAMPI-KX0YM,1kg,,,IN,DEFAULT
YAS-BIYYAMPI-KX0YM-YAS-BIYYAMPI-KX0YM-500g,Rice Flour / బియ్యం పిండి — 500g,"Order Rice Flour (బియ్యం పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,35.00 INR,https://www.yasvik.com/product/rice-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BIYYAMPI-KX0YM,500g,,,IN,DEFAULT
YAS-BIYYAMPI-KX0YM-YAS-BIYYAMPI-KX0YM-250g,Rice Flour / బియ్యం పిండి — 250g,"Order Rice Flour (బియ్యం పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,20.00 INR,https://www.yasvik.com/product/rice-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BIYYAMPI-KX0YM,250g,,,IN,DEFAULT
YAS-BIYYAMPI-KX0YM-YAS-BIYYAMPI-KX0YM-100g,Rice Flour / బియ్యం పిండి — 100g,"Order Rice Flour (బియ్యం పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,11.00 INR,https://www.yasvik.com/product/rice-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BIYYAMPI-KX0YM,100g,,,IN,DEFAULT
YAS-BIYYAMPI-KX0YM-YAS-BIYYAMPI-KX0YM-50g,Rice Flour / బియ్యం పిండి — 50g,"Order Rice Flour (బియ్యం పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,8.00 INR,https://www.yasvik.com/product/rice-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BIYYAMPI-KX0YM,50g,,,IN,DEFAULT
YAS-BIYYAMPI-KX0YM-YAS-BIYYAMPI-KX0YM-150g,Rice Flour / బియ్యం పిండి — 150g,"Order Rice Flour (బియ్యం పిండి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,14.00 INR,https://www.yasvik.com/product/rice-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BIYYAMPI-KX0YM,150g,,,IN,DEFAULT
YAS-PREMIUMD-J53MS-YAS-PREMIUMD-J53MS-1kg,Dry Dates / ఎండు ఖర్జూరం — 1kg,"Order Dry Dates (ఎండు ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,589.00 INR,https://www.yasvik.com/product/dry-dates,https://media.yasvik.com/media-assets/products/yasvik-dry-dates-hero.webp,Yasvik,YAS-PREMIUMD-J53MS,1kg,,,IN,DEFAULT
YAS-PREMIUMD-J53MS-YAS-PREMIUMD-J53MS-500g,Dry Dates / ఎండు ఖర్జూరం — 500g,"Order Dry Dates (ఎండు ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,305.00 INR,https://www.yasvik.com/product/dry-dates,https://media.yasvik.com/media-assets/products/yasvik-dry-dates-hero.webp,Yasvik,YAS-PREMIUMD-J53MS,500g,,,IN,DEFAULT
YAS-PREMIUMD-J53MS-YAS-PREMIUMD-J53MS-250g,Dry Dates / ఎండు ఖర్జూరం — 250g,"Order Dry Dates (ఎండు ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,157.00 INR,https://www.yasvik.com/product/dry-dates,https://media.yasvik.com/media-assets/products/yasvik-dry-dates-hero.webp,Yasvik,YAS-PREMIUMD-J53MS,250g,,,IN,DEFAULT
YAS-PREMIUMD-J53MS-YAS-PREMIUMD-J53MS-100g,Dry Dates / ఎండు ఖర్జూరం — 100g,"Order Dry Dates (ఎండు ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,69.00 INR,https://www.yasvik.com/product/dry-dates,https://media.yasvik.com/media-assets/products/yasvik-dry-dates-hero.webp,Yasvik,YAS-PREMIUMD-J53MS,100g,,,IN,DEFAULT
YAS-PREMIUMD-J53MS-YAS-PREMIUMD-J53MS-50g,Dry Dates / ఎండు ఖర్జూరం — 50g,"Order Dry Dates (ఎండు ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,39.00 INR,https://www.yasvik.com/product/dry-dates,https://media.yasvik.com/media-assets/products/yasvik-dry-dates-hero.webp,Yasvik,YAS-PREMIUMD-J53MS,50g,,,IN,DEFAULT
YAS-PREMIUMD-J53MS-YAS-PREMIUMD-J53MS-150g,Dry Dates / ఎండు ఖర్జూరం — 150g,"Order Dry Dates (ఎండు ఖర్జూరం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,98.00 INR,https://www.yasvik.com/product/dry-dates,https://media.yasvik.com/media-assets/products/yasvik-dry-dates-hero.webp,Yasvik,YAS-PREMIUMD-J53MS,150g,,,IN,DEFAULT
YAS-039-YAS-039-500ML,Cold Pressed White Sesame Oil / తెల్ల నువ్వుల నూనె — 500ml,"Order Cold Pressed Sesame Oil (నువ్వుల నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,290.00 INR,https://www.yasvik.com/product/cold-pressed-sesame-oil,https://media.yasvik.com/media-assets/products/yasvik-asset-4.webp,Yasvik,YAS-039,500ml,,,IN,DEFAULT
YAS-039-YAS-039-1L,Cold Pressed White Sesame Oil / తెల్ల నువ్వుల నూనె — 1L,"Order Cold Pressed Sesame Oil (నువ్వుల నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,580.00 INR,https://www.yasvik.com/product/cold-pressed-sesame-oil,https://media.yasvik.com/media-assets/products/yasvik-asset-4.webp,Yasvik,YAS-039,1L,,,IN,DEFAULT
YAS-004-YAS-004-500G,Whole Green Gram / పెసలు — 500g,"Order Whole Green Gram (పెసలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,155.00 INR,https://www.yasvik.com/product/whole-green-gram,https://media.yasvik.com/media-assets/products/yasvik-whole-green-gram-hero.webp,Yasvik,YAS-004,500g,,,IN,DEFAULT
YAS-004-YAS-004-1KG,Whole Green Gram / పెసలు — 1kg,"Order Whole Green Gram (పెసలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,155.00 INR,https://www.yasvik.com/product/whole-green-gram,https://media.yasvik.com/media-assets/products/yasvik-whole-green-gram-hero.webp,Yasvik,YAS-004,1kg,,,IN,DEFAULT
YAS-COLDPRES-HJU8W-YAS-COLDPRES-HJU8W-500ml,Cold Pressed Sunflower Oil / పొద్దుతిరుగుడు నూనె — 500ml,"Order Cold Pressed Sunflower Oil (సూర్యకాంతి నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,299.00 INR,https://www.yasvik.com/product/cold-pressed-sunflower-oil,https://media.yasvik.com/media-assets/products/chatgpt-image-jun-27_-2026_-02_46_58-pm-mqw5cgse.webp,Yasvik,YAS-COLDPRES-HJU8W,500ml,,,IN,DEFAULT
YAS-COLDPRES-HJU8W-YAS-COLDPRES-HJU8W-1l,Cold Pressed Sunflower Oil / పొద్దుతిరుగుడు నూనె — 1L,"Order Cold Pressed Sunflower Oil (సూర్యకాంతి నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,598.00 INR,https://www.yasvik.com/product/cold-pressed-sunflower-oil,https://media.yasvik.com/media-assets/products/chatgpt-image-jun-27_-2026_-02_46_58-pm-mqw5cgse.webp,Yasvik,YAS-COLDPRES-HJU8W,1L,,,IN,DEFAULT
YAS-COLDPRES-HJU8W-YAS-COLDPRES-HJU8W-5l,Cold Pressed Sunflower Oil / పొద్దుతిరుగుడు నూనె — 5L,"Order Cold Pressed Sunflower Oil (సూర్యకాంతి నూనె) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,2990.00 INR,https://www.yasvik.com/product/cold-pressed-sunflower-oil,https://media.yasvik.com/media-assets/products/chatgpt-image-jun-27_-2026_-02_46_58-pm-mqw5cgse.webp,Yasvik,YAS-COLDPRES-HJU8W,5L,,,IN,DEFAULT
YAS-COWBUFFE-H06DC-YAS-COWBUFFE-H06DC-1000ml,Pure Cow Ghee / ఆవు నెయ్యి — 1000ml,"Order Cow Ghee (ఆవు నెయ్యి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,1099.00 INR,https://www.yasvik.com/product/cow-ghee,https://media.yasvik.com/media-assets/products/yasvik-asset-6.webp,Yasvik,YAS-COWBUFFE-H06DC,1000ml,,,IN,DEFAULT
YAS-COWBUFFE-H06DC-YAS-COWBUFFE-H06DC-500ml,Pure Cow Ghee / ఆవు నెయ్యి — 500ml,"Order Cow Ghee (ఆవు నెయ్యి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,555.00 INR,https://www.yasvik.com/product/cow-ghee,https://media.yasvik.com/media-assets/products/yasvik-asset-6.webp,Yasvik,YAS-COWBUFFE-H06DC,500ml,,,IN,DEFAULT
YAS-COWBUFFE-H06DC-YAS-COWBUFFE-H06DC-275ml,Pure Cow Ghee / ఆవు నెయ్యి — 275ml,"Order Cow Ghee (ఆవు నెయ్యి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,307.00 INR,https://www.yasvik.com/product/cow-ghee,https://media.yasvik.com/media-assets/products/yasvik-asset-6.webp,Yasvik,YAS-COWBUFFE-H06DC,275ml,,,IN,DEFAULT
YAS-COWBUFFE-H06DC-YAS-COWBUFFE-H06DC-100ml,Pure Cow Ghee / ఆవు నెయ్యి — 100ml,"Order Cow Ghee (ఆవు నెయ్యి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,115.00 INR,https://www.yasvik.com/product/cow-ghee,https://media.yasvik.com/media-assets/products/yasvik-asset-6.webp,Yasvik,YAS-COWBUFFE-H06DC,100ml,,,IN,DEFAULT
YAS-COWBUFFE-H06DC-YAS-COWBUFFE-H06DC-50ml,Pure Cow Ghee / ఆవు నెయ్యి — 50ml,"Order Cow Ghee (ఆవు నెయ్యి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,60.00 INR,https://www.yasvik.com/product/cow-ghee,https://media.yasvik.com/media-assets/products/yasvik-asset-6.webp,Yasvik,YAS-COWBUFFE-H06DC,50ml,,,IN,DEFAULT
YAS-094-YAS-094-1KG,Organic Multi Millet Dosa Mix / మిల్లెట్ దోస మిక్స్ — 1kg,"Order Organic Multi Millet Dosa Mix from Yasvik. Quality checked, fair price, useful pack sizes and Hyderabad home delivery.",in stock,new,215.00 INR,https://www.yasvik.com/product/organic-multi-millet-dosa-mix,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-094,1kg,,,IN,DEFAULT
YAS-094-YAS-094-500G,Organic Multi Millet Dosa Mix / మిల్లెట్ దోస మిక్స్ — 500g,"Order Organic Multi Millet Dosa Mix from Yasvik. Quality checked, fair price, useful pack sizes and Hyderabad home delivery.",in stock,new,118.00 INR,https://www.yasvik.com/product/organic-multi-millet-dosa-mix,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-094,500g,,,IN,DEFAULT
