id,title,description,availability,condition,price,link,image_link,brand,item_group_id,size,sale_price,additional_image_link,origin_country,wa_compliance_category
YAS-SABUDANA-7MNA1,Sabudana / సగ్గుబియ్యం,"Order Sabudana (సగ్గుబియ్యం) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,98.00 INR,https://www.yasvik.com/product/sabudana,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,,,,IN,DEFAULT
YAS-NATURALT-9OHI4,Turmeric Powder / కొమ్ము పసుపు,"Order Turmeric Powder (పసుపు పొడి) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,399.00 INR,https://www.yasvik.com/product/turmeric-powder,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,,,,IN,DEFAULT
YAS-017-YAS-017-250G,Horse Gram / ఉలవలు — 250g,"Order Horse Gram (ఉలవలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,40.00 INR,https://www.yasvik.com/product/horse-gram,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-017,250g,,,IN,DEFAULT
YAS-017-YAS-017-500G,Horse Gram / ఉలవలు — 500g,"Order Horse Gram (ఉలవలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,70.00 INR,https://www.yasvik.com/product/horse-gram,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-017,500g,,,IN,DEFAULT
YAS-017-YAS-017-1KG,Horse Gram / ఉలవలు — 1kg,"Order Horse Gram (ఉలవలు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,125.00 INR,https://www.yasvik.com/product/horse-gram,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-017,1kg,,,IN,DEFAULT
YAS-072-YAS-072-1KG,Organic Foxtail Millet Flour / కొర్ర పిండి — 1kg,"Order Organic Foxtail Millet Flour (కొర్ర పిండి) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,175.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-072,1kg,,,IN,DEFAULT
YAS-072-YAS-072-500G,Organic Foxtail Millet Flour / కొర్ర పిండి — 500g,"Order Organic Foxtail Millet Flour (కొర్ర పిండి) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,98.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-072,500g,,,IN,DEFAULT
YAS-072-YAS-072-250G,Organic Foxtail Millet Flour / కొర్ర పిండి — 250g,"Order Organic Foxtail Millet Flour (కొర్ర పిండి) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,54.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-072,250g,,,IN,DEFAULT
YAS-072-YAS-072-100G,Organic Foxtail Millet Flour / కొర్ర పిండి — 100g,"Order Organic Foxtail Millet Flour (కొర్ర పిండి) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,28.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-072,100g,,,IN,DEFAULT
YAS-072-YAS-072-50G,Organic Foxtail Millet Flour / కొర్ర పిండి — 50g,"Order Organic Foxtail Millet Flour (కొర్ర పిండి) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,19.00 INR,https://www.yasvik.com/product/organic-foxtail-millet-flour,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-072,50g,,,IN,DEFAULT
YAS-085-YAS-085-2KG,Organic Kattuyanam Rice / కట్టుయానమ్ బియ్యం — 2kg,"Order Organic Kattuyanam Rice (కట్టుయానమ్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,366.00 INR,https://www.yasvik.com/product/organic-kattuyanam-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-085,2kg,,,IN,DEFAULT
YAS-085-YAS-085-1KG,Organic Kattuyanam Rice / కట్టుయానమ్ బియ్యం — 1kg,"Order Organic Kattuyanam Rice (కట్టుయానమ్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,183.00 INR,https://www.yasvik.com/product/organic-kattuyanam-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-085,1kg,,,IN,DEFAULT
YAS-085-YAS-085-500G,Organic Kattuyanam Rice / కట్టుయానమ్ బియ్యం — 500g,"Order Organic Kattuyanam Rice (కట్టుయానమ్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,102.00 INR,https://www.yasvik.com/product/organic-kattuyanam-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-085,500g,,,IN,DEFAULT
YAS-085-YAS-085-250G,Organic Kattuyanam Rice / కట్టుయానమ్ బియ్యం — 250g,"Order Organic Kattuyanam Rice (కట్టుయానమ్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,56.00 INR,https://www.yasvik.com/product/organic-kattuyanam-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-085,250g,,,IN,DEFAULT
YAS-085-YAS-085-100G,Organic Kattuyanam Rice / కట్టుయానమ్ బియ్యం — 100g,"Order Organic Kattuyanam Rice (కట్టుయానమ్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,28.00 INR,https://www.yasvik.com/product/organic-kattuyanam-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-085,100g,,,IN,DEFAULT
YAS-085-YAS-085-50G,Organic Kattuyanam Rice / కట్టుయానమ్ బియ్యం — 50g,"Order Organic Kattuyanam Rice (కట్టుయానమ్ బియ్యం) from Yasvik. Organic, sourced from Tamil Nadu, quality checked, fair price and Hyderabad home delivery.",in stock,new,19.00 INR,https://www.yasvik.com/product/organic-kattuyanam-rice,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-085,50g,,,IN,DEFAULT
YAS-PREMIUMW-29CL3-YAS-PREMIUMW-29CL3-1kg,Walnuts / వాల్‌నట్స్ — 1kg,"Order Walnuts (వాల్‌నట్స్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,1249.00 INR,https://www.yasvik.com/product/walnuts,https://media.yasvik.com/media-assets/products/yasvik-walnuts-hero.webp,Yasvik,YAS-PREMIUMW-29CL3,1kg,,,IN,DEFAULT
YAS-PREMIUMW-29CL3-YAS-PREMIUMW-29CL3-500g,Walnuts / వాల్‌నట్స్ — 500g,"Order Walnuts (వాల్‌నట్స్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,635.00 INR,https://www.yasvik.com/product/walnuts,https://media.yasvik.com/media-assets/products/yasvik-walnuts-hero.webp,Yasvik,YAS-PREMIUMW-29CL3,500g,,,IN,DEFAULT
YAS-PREMIUMW-29CL3-YAS-PREMIUMW-29CL3-250g,Walnuts / వాల్‌నట్స్ — 250g,"Order Walnuts (వాల్‌నట్స్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,322.00 INR,https://www.yasvik.com/product/walnuts,https://media.yasvik.com/media-assets/products/yasvik-walnuts-hero.webp,Yasvik,YAS-PREMIUMW-29CL3,250g,,,IN,DEFAULT
YAS-PREMIUMW-29CL3-YAS-PREMIUMW-29CL3-100g,Walnuts / వాల్‌నట్స్ — 100g,"Order Walnuts (వాల్‌నట్స్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,135.00 INR,https://www.yasvik.com/product/walnuts,https://media.yasvik.com/media-assets/products/yasvik-walnuts-hero.webp,Yasvik,YAS-PREMIUMW-29CL3,100g,,,IN,DEFAULT
YAS-PREMIUMW-29CL3-YAS-PREMIUMW-29CL3-50g,Walnuts / వాల్‌నట్స్ — 50g,"Order Walnuts (వాల్‌నట్స్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,72.00 INR,https://www.yasvik.com/product/walnuts,https://media.yasvik.com/media-assets/products/yasvik-walnuts-hero.webp,Yasvik,YAS-PREMIUMW-29CL3,50g,,,IN,DEFAULT
YAS-PREMIUMW-29CL3-YAS-PREMIUMW-29CL3-150g,Walnuts / వాల్‌నట్స్ — 150g,"Order Walnuts (వాల్‌నట్స్) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,197.00 INR,https://www.yasvik.com/product/walnuts,https://media.yasvik.com/media-assets/products/yasvik-walnuts-hero.webp,Yasvik,YAS-PREMIUMW-29CL3,150g,,,IN,DEFAULT
YAS-PREMIUMP-U8TE4-YAS-PREMIUMP-U8TE4-1kg,Salted Pista / ఉప్పు పిస్తా — 1kg,"Order Salted Pista (ఉప్పు పిస్తా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,1849.00 INR,https://www.yasvik.com/product/salted-pista,https://media.yasvik.com/media-assets/products/yasvik-salted-pista-hero.webp,Yasvik,YAS-PREMIUMP-U8TE4,1kg,,,IN,DEFAULT
YAS-PREMIUMP-U8TE4-YAS-PREMIUMP-U8TE4-500g,Salted Pista / ఉప్పు పిస్తా — 500g,"Order Salted Pista (ఉప్పు పిస్తా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,935.00 INR,https://www.yasvik.com/product/salted-pista,https://media.yasvik.com/media-assets/products/yasvik-salted-pista-hero.webp,Yasvik,YAS-PREMIUMP-U8TE4,500g,,,IN,DEFAULT
YAS-PREMIUMP-U8TE4-YAS-PREMIUMP-U8TE4-250g,Salted Pista / ఉప్పు పిస్తా — 250g,"Order Salted Pista (ఉప్పు పిస్తా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,472.00 INR,https://www.yasvik.com/product/salted-pista,https://media.yasvik.com/media-assets/products/yasvik-salted-pista-hero.webp,Yasvik,YAS-PREMIUMP-U8TE4,250g,,,IN,DEFAULT
YAS-PREMIUMP-U8TE4-YAS-PREMIUMP-U8TE4-100g,Salted Pista / ఉప్పు పిస్తా — 100g,"Order Salted Pista (ఉప్పు పిస్తా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,195.00 INR,https://www.yasvik.com/product/salted-pista,https://media.yasvik.com/media-assets/products/yasvik-salted-pista-hero.webp,Yasvik,YAS-PREMIUMP-U8TE4,100g,,,IN,DEFAULT
YAS-PREMIUMP-U8TE4-YAS-PREMIUMP-U8TE4-50g,Salted Pista / ఉప్పు పిస్తా — 50g,"Order Salted Pista (ఉప్పు పిస్తా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,102.00 INR,https://www.yasvik.com/product/salted-pista,https://media.yasvik.com/media-assets/products/yasvik-salted-pista-hero.webp,Yasvik,YAS-PREMIUMP-U8TE4,50g,,,IN,DEFAULT
YAS-PREMIUMP-U8TE4-YAS-PREMIUMP-U8TE4-150g,Salted Pista / ఉప్పు పిస్తా — 150g,"Order Salted Pista (ఉప్పు పిస్తా) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,287.00 INR,https://www.yasvik.com/product/salted-pista,https://media.yasvik.com/media-assets/products/yasvik-salted-pista-hero.webp,Yasvik,YAS-PREMIUMP-U8TE4,150g,,,IN,DEFAULT
YAS-BEETROOT-DNC7G-YAS-BEETROOT-DNC7G-1kg,Beetroot Ribbon Pakodi / B రిబ్బన్ పకోడీ — 1kg,"Order Beetroot Ribbon Pakodi (బీట్‌రూట్ రిబ్బన్ పకోడీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,420.00 INR,https://www.yasvik.com/product/beetroot-ribbon-pakodi,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DNC7G,1kg,,,IN,DEFAULT
YAS-BEETROOT-DNC7G-YAS-BEETROOT-DNC7G-500g,Beetroot Ribbon Pakodi / B రిబ్బన్ పకోడీ — 500g,"Order Beetroot Ribbon Pakodi (బీట్‌రూట్ రిబ్బన్ పకోడీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,210.00 INR,https://www.yasvik.com/product/beetroot-ribbon-pakodi,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DNC7G,500g,,,IN,DEFAULT
YAS-BEETROOT-DNC7G-YAS-BEETROOT-DNC7G-250g,Beetroot Ribbon Pakodi / B రిబ్బన్ పకోడీ — 250g,"Order Beetroot Ribbon Pakodi (బీట్‌రూట్ రిబ్బన్ పకోడీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,105.00 INR,https://www.yasvik.com/product/beetroot-ribbon-pakodi,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DNC7G,250g,,,IN,DEFAULT
YAS-BEETROOT-DNC7G-YAS-BEETROOT-DNC7G-100g,Beetroot Ribbon Pakodi / B రిబ్బన్ పకోడీ — 100g,"Order Beetroot Ribbon Pakodi (బీట్‌రూట్ రిబ్బన్ పకోడీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,42.00 INR,https://www.yasvik.com/product/beetroot-ribbon-pakodi,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DNC7G,100g,,,IN,DEFAULT
YAS-BEETROOT-DNC7G-YAS-BEETROOT-DNC7G-50g,Beetroot Ribbon Pakodi / B రిబ్బన్ పకోడీ — 50g,"Order Beetroot Ribbon Pakodi (బీట్‌రూట్ రిబ్బన్ పకోడీ) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,21.00 INR,https://www.yasvik.com/product/beetroot-ribbon-pakodi,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DNC7G,50g,,,IN,DEFAULT
YAS-PREMIUMB-JGOHK-YAS-PREMIUMB-JGOHK-1kg,Black Raisins / నల్ల ఎండు ద్రాక్ష — 1kg,"Order Black Raisins (నల్ల ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,489.00 INR,https://www.yasvik.com/product/black-raisins,https://media.yasvik.com/media-assets/products/yasvik-black-raisins-hero.webp,Yasvik,YAS-PREMIUMB-JGOHK,1kg,,,IN,DEFAULT
YAS-PREMIUMB-JGOHK-YAS-PREMIUMB-JGOHK-500g,Black Raisins / నల్ల ఎండు ద్రాక్ష — 500g,"Order Black Raisins (నల్ల ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,255.00 INR,https://www.yasvik.com/product/black-raisins,https://media.yasvik.com/media-assets/products/yasvik-black-raisins-hero.webp,Yasvik,YAS-PREMIUMB-JGOHK,500g,,,IN,DEFAULT
YAS-PREMIUMB-JGOHK-YAS-PREMIUMB-JGOHK-250g,Black Raisins / నల్ల ఎండు ద్రాక్ష — 250g,"Order Black Raisins (నల్ల ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,132.00 INR,https://www.yasvik.com/product/black-raisins,https://media.yasvik.com/media-assets/products/yasvik-black-raisins-hero.webp,Yasvik,YAS-PREMIUMB-JGOHK,250g,,,IN,DEFAULT
YAS-PREMIUMB-JGOHK-YAS-PREMIUMB-JGOHK-100g,Black Raisins / నల్ల ఎండు ద్రాక్ష — 100g,"Order Black Raisins (నల్ల ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,59.00 INR,https://www.yasvik.com/product/black-raisins,https://media.yasvik.com/media-assets/products/yasvik-black-raisins-hero.webp,Yasvik,YAS-PREMIUMB-JGOHK,100g,,,IN,DEFAULT
YAS-PREMIUMB-JGOHK-YAS-PREMIUMB-JGOHK-50g,Black Raisins / నల్ల ఎండు ద్రాక్ష — 50g,"Order Black Raisins (నల్ల ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,34.00 INR,https://www.yasvik.com/product/black-raisins,https://media.yasvik.com/media-assets/products/yasvik-black-raisins-hero.webp,Yasvik,YAS-PREMIUMB-JGOHK,50g,,,IN,DEFAULT
YAS-PREMIUMB-JGOHK-YAS-PREMIUMB-JGOHK-150g,Black Raisins / నల్ల ఎండు ద్రాక్ష — 150g,"Order Black Raisins (నల్ల ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,83.00 INR,https://www.yasvik.com/product/black-raisins,https://media.yasvik.com/media-assets/products/yasvik-black-raisins-hero.webp,Yasvik,YAS-PREMIUMB-JGOHK,150g,,,IN,DEFAULT
YAS-090-YAS-090-200G,Organic Multi Millet Noodles / మిల్లెట్ నూడుల్స్ — 200g,"Order Organic Multi Millet Noodles from Yasvik. Quality checked, fair price, useful pack sizes and Hyderabad home delivery.",in stock,new,82.00 INR,https://www.yasvik.com/product/organic-multi-millet-noodles,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,,200g,,,IN,DEFAULT
YAS-BEETROOT-DM4OZ-YAS-BEETROOT-DM4OZ-1kg,Beetroot Karapusa / B కారప్పూస — 1kg,"Order Beetroot Karapusa (బీట్‌రూట్ కారప్పూస) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,420.00 INR,https://www.yasvik.com/product/beetroot-karapusa,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DM4OZ,1kg,,,IN,DEFAULT
YAS-BEETROOT-DM4OZ-YAS-BEETROOT-DM4OZ-500g,Beetroot Karapusa / B కారప్పూస — 500g,"Order Beetroot Karapusa (బీట్‌రూట్ కారప్పూస) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,210.00 INR,https://www.yasvik.com/product/beetroot-karapusa,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DM4OZ,500g,,,IN,DEFAULT
YAS-BEETROOT-DM4OZ-YAS-BEETROOT-DM4OZ-250g,Beetroot Karapusa / B కారప్పూస — 250g,"Order Beetroot Karapusa (బీట్‌రూట్ కారప్పూస) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,105.00 INR,https://www.yasvik.com/product/beetroot-karapusa,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DM4OZ,250g,,,IN,DEFAULT
YAS-BEETROOT-DM4OZ-YAS-BEETROOT-DM4OZ-100g,Beetroot Karapusa / B కారప్పూస — 100g,"Order Beetroot Karapusa (బీట్‌రూట్ కారప్పూస) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,42.00 INR,https://www.yasvik.com/product/beetroot-karapusa,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DM4OZ,100g,,,IN,DEFAULT
YAS-BEETROOT-DM4OZ-YAS-BEETROOT-DM4OZ-50g,Beetroot Karapusa / B కారప్పూస — 50g,"Order Beetroot Karapusa (బీట్‌రూట్ కారప్పూస) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,21.00 INR,https://www.yasvik.com/product/beetroot-karapusa,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-BEETROOT-DM4OZ,50g,,,IN,DEFAULT
YAS-PREMIUMG-JFQ28-YAS-PREMIUMG-JFQ28-1kg,Green Raisins / పచ్చ ఎండు ద్రాక్ష — 1kg,"Order Green Raisins (పచ్చ ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,389.00 INR,https://www.yasvik.com/product/green-raisins,https://media.yasvik.com/media-assets/products/yasvik-green-raisins-hero.webp,Yasvik,YAS-PREMIUMG-JFQ28,1kg,,,IN,DEFAULT
YAS-PREMIUMG-JFQ28-YAS-PREMIUMG-JFQ28-500g,Green Raisins / పచ్చ ఎండు ద్రాక్ష — 500g,"Order Green Raisins (పచ్చ ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,205.00 INR,https://www.yasvik.com/product/green-raisins,https://media.yasvik.com/media-assets/products/yasvik-green-raisins-hero.webp,Yasvik,YAS-PREMIUMG-JFQ28,500g,,,IN,DEFAULT
YAS-PREMIUMG-JFQ28-YAS-PREMIUMG-JFQ28-250g,Green Raisins / పచ్చ ఎండు ద్రాక్ష — 250g,"Order Green Raisins (పచ్చ ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,107.00 INR,https://www.yasvik.com/product/green-raisins,https://media.yasvik.com/media-assets/products/yasvik-green-raisins-hero.webp,Yasvik,YAS-PREMIUMG-JFQ28,250g,,,IN,DEFAULT
YAS-PREMIUMG-JFQ28-YAS-PREMIUMG-JFQ28-100g,Green Raisins / పచ్చ ఎండు ద్రాక్ష — 100g,"Order Green Raisins (పచ్చ ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,49.00 INR,https://www.yasvik.com/product/green-raisins,https://media.yasvik.com/media-assets/products/yasvik-green-raisins-hero.webp,Yasvik,YAS-PREMIUMG-JFQ28,100g,,,IN,DEFAULT
YAS-PREMIUMG-JFQ28-YAS-PREMIUMG-JFQ28-50g,Green Raisins / పచ్చ ఎండు ద్రాక్ష — 50g,"Order Green Raisins (పచ్చ ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,29.00 INR,https://www.yasvik.com/product/green-raisins,https://media.yasvik.com/media-assets/products/yasvik-green-raisins-hero.webp,Yasvik,YAS-PREMIUMG-JFQ28,50g,,,IN,DEFAULT
YAS-PREMIUMG-JFQ28-YAS-PREMIUMG-JFQ28-150g,Green Raisins / పచ్చ ఎండు ద్రాక్ష — 150g,"Order Green Raisins (పచ్చ ఎండు ద్రాక్ష) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,68.00 INR,https://www.yasvik.com/product/green-raisins,https://media.yasvik.com/media-assets/products/yasvik-green-raisins-hero.webp,Yasvik,YAS-PREMIUMG-JFQ28,150g,,,IN,DEFAULT
YAS-OATSLADD-2TZQ8-YAS-OATSLADD-2TZQ8-1kg,Oats Laddu / ఓట్స్ లడ్డు — 1kg,"Order Oats Laddu (ఓట్స్ లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,710.00 INR,https://www.yasvik.com/product/oats-laddu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-OATSLADD-2TZQ8,1kg,,,IN,DEFAULT
YAS-OATSLADD-2TZQ8-YAS-OATSLADD-2TZQ8-500g,Oats Laddu / ఓట్స్ లడ్డు — 500g,"Order Oats Laddu (ఓట్స్ లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,360.00 INR,https://www.yasvik.com/product/oats-laddu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-OATSLADD-2TZQ8,500g,,,IN,DEFAULT
YAS-OATSLADD-2TZQ8-YAS-OATSLADD-2TZQ8-250g,Oats Laddu / ఓట్స్ లడ్డు — 250g,"Order Oats Laddu (ఓట్స్ లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,183.00 INR,https://www.yasvik.com/product/oats-laddu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-OATSLADD-2TZQ8,250g,,,IN,DEFAULT
YAS-OATSLADD-2TZQ8-YAS-OATSLADD-2TZQ8-100g,Oats Laddu / ఓట్స్ లడ్డు — 100g,"Order Oats Laddu (ఓట్స్ లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,76.00 INR,https://www.yasvik.com/product/oats-laddu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-OATSLADD-2TZQ8,100g,,,IN,DEFAULT
YAS-OATSLADD-2TZQ8-YAS-OATSLADD-2TZQ8-50g,Oats Laddu / ఓట్స్ లడ్డు — 50g,"Order Oats Laddu (ఓట్స్ లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,41.00 INR,https://www.yasvik.com/product/oats-laddu,https://www.yasvik.com/media/brand/logo-horizontal.png,Yasvik,YAS-OATSLADD-2TZQ8,50g,,,IN,DEFAULT
YAS-RAGILADD-LAIHL-YAS-RAGILADD-LAIHL-1kg,Ragi Laddu / రాగి లడ్డు — 1kg,"Order Ragi Laddu (రాగి లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,710.00 INR,https://www.yasvik.com/product/ragi-laddu,https://media.yasvik.com/media-assets/products/yasvik-ragi-laddu-hero.webp,Yasvik,YAS-RAGILADD-LAIHL,1kg,,,IN,DEFAULT
YAS-RAGILADD-LAIHL-YAS-RAGILADD-LAIHL-500g,Ragi Laddu / రాగి లడ్డు — 500g,"Order Ragi Laddu (రాగి లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,360.00 INR,https://www.yasvik.com/product/ragi-laddu,https://media.yasvik.com/media-assets/products/yasvik-ragi-laddu-hero.webp,Yasvik,YAS-RAGILADD-LAIHL,500g,,,IN,DEFAULT
YAS-RAGILADD-LAIHL-YAS-RAGILADD-LAIHL-250g,Ragi Laddu / రాగి లడ్డు — 250g,"Order Ragi Laddu (రాగి లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,183.00 INR,https://www.yasvik.com/product/ragi-laddu,https://media.yasvik.com/media-assets/products/yasvik-ragi-laddu-hero.webp,Yasvik,YAS-RAGILADD-LAIHL,250g,,,IN,DEFAULT
YAS-RAGILADD-LAIHL-YAS-RAGILADD-LAIHL-100g,Ragi Laddu / రాగి లడ్డు — 100g,"Order Ragi Laddu (రాగి లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,76.00 INR,https://www.yasvik.com/product/ragi-laddu,https://media.yasvik.com/media-assets/products/yasvik-ragi-laddu-hero.webp,Yasvik,YAS-RAGILADD-LAIHL,100g,,,IN,DEFAULT
YAS-RAGILADD-LAIHL-YAS-RAGILADD-LAIHL-50g,Ragi Laddu / రాగి లడ్డు — 50g,"Order Ragi Laddu (రాగి లడ్డు) from Yasvik. Quality checked packs, fair price, useful sizes and Hyderabad home delivery.",in stock,new,41.00 INR,https://www.yasvik.com/product/ragi-laddu,https://media.yasvik.com/media-assets/products/yasvik-ragi-laddu-hero.webp,Yasvik,YAS-RAGILADD-LAIHL,50g,,,IN,DEFAULT
